Maschine,Alarmident,Alarmtext,Alarmgruppe,Startzeit,Endzeit,Alarmtext_Cleaned,Alarmtext_eng,TimeDays,TimeHrs,TimeMins,TimeDuration
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:38,04.04.2018 04:43,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,5,0 days 0 hrs 5 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:29,04.04.2018 04:33,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,4,0 days 0 hrs 4 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:23,04.04.2018 04:24,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:22,04.04.2018 04:22,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:22,04.04.2018 04:22,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:21,04.04.2018 04:21,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:20,04.04.2018 04:21,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:11,04.04.2018 04:20,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,9,0 days 0 hrs 9 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:05,04.04.2018 04:11,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,6,0 days 0 hrs 6 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:02,04.04.2018 04:03,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:01,04.04.2018 04:02,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:01,04.04.2018 04:01,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 04:00,04.04.2018 04:00,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:59,04.04.2018 04:00,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:58,04.04.2018 03:59,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:57,04.04.2018 03:58,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:56,04.04.2018 03:56,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:53,04.04.2018 03:54,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:53,04.04.2018 03:53,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:52,04.04.2018 03:52,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:50,04.04.2018 03:52,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,2,0 days 0 hrs 2 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 03:46,04.04.2018 03:50,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,4,0 days 0 hrs 4 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,04.04.2018 02:56,04.04.2018 03:46,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,50,0 days 0 hrs 50 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 22:23,03.04.2018 22:55,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,32,0 days 0 hrs 32 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 22:03,03.04.2018 22:16,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,13,0 days 0 hrs 13 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 21:35,03.04.2018 21:36,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 21:34,03.04.2018 21:34,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 21:33,03.04.2018 21:34,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 21:32,03.04.2018 21:33,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 21:32,03.04.2018 21:32,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 21:12,03.04.2018 21:32,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,20,0 days 0 hrs 20 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 21:11,03.04.2018 21:11,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:50,03.04.2018 19:50,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:48,03.04.2018 19:48,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:46,03.04.2018 19:46,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:41,03.04.2018 19:42,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:35,03.04.2018 19:35,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:34,03.04.2018 19:35,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:29,03.04.2018 19:30,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:26,03.04.2018 19:27,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,1,0 days 0 hrs 1 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:25,03.04.2018 19:25,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:25,03.04.2018 19:25,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:25,03.04.2018 19:25,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:24,03.04.2018 19:24,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:24,03.04.2018 19:24,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:23,03.04.2018 19:23,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:18,03.04.2018 19:22,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,4,0 days 0 hrs 4 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:11,03.04.2018 19:17,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,6,0 days 0 hrs 6 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 19:02,03.04.2018 19:11,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,9,0 days 0 hrs 9 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 16:45,03.04.2018 16:45,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 16:45,03.04.2018 16:45,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 16:41,03.04.2018 16:45,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,4,0 days 0 hrs 4 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 14:47,03.04.2018 14:47,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 14:46,03.04.2018 14:46,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.26,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Alarm,03.04.2018 14:45,03.04.2018 14:45,Fehler Zeitüberwachung Platte im Auslauf Seite 1,Fault time monitoring plate at the outlet side 1,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.9,Fehler NOT-AUS ausgelöst oder Steuerspannung fehlt!,Alarm,03.04.2018 14:33,03.04.2018 14:33,Fehler NOT-AUS ausgelöst oder Steuerspannung fehlt!,triggered fault emergency stop or control voltage is missing!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT2_3,167.9,Fehler NOT-AUS ausgelöst oder Steuerspannung fehlt!,Alarm,04.04.2018 04:50,04.04.2018 04:51,Fehler NOT-AUS ausgelöst oder Steuerspannung fehlt!,triggered fault emergency stop or control voltage is missing!,0,0,1,0 days 0 hrs 1 mins 
LSL_SPRAY,110.-1176848787,Service Modus aktiv,Alarm,02.04.2018 00:00,06.04.2018 10:52,Service Modus aktiv,Service mode active,4,10,52,4 days 10 hrs 52 mins 
LSL_SPRAY,110.1222165,Störung Abluftstrom C2,Alarm,02.04.2018 00:00,06.04.2018 10:52,Störung Abluftstrom C2,Fault exhaust air flow C2,4,10,52,4 days 10 hrs 52 mins 
LSL_SPRAY,110.1222361,Störung Abluftstrom C1,Alarm,02.04.2018 00:00,06.04.2018 10:52,Störung Abluftstrom C1,Disorder exhaust air flow C1,4,10,52,4 days 10 hrs 52 mins 
LSL_SPRAY,110.-142837654,Störung Antrieb Zentrierung,Alarm,02.04.2018 00:00,06.04.2018 10:52,Störung Antrieb Zentrierung,Fault drive centering,4,10,52,4 days 10 hrs 52 mins 
LSL_SPRAY,110.1802078,Türe / Haube nicht geschlossen,Alarm,02.04.2018 00:00,06.04.2018 10:52,Türe / Haube nicht geschlossen,Door / hood not closed,4,10,52,4 days 10 hrs 52 mins 
LSL_SPRAY,110.-486636651,Störung Analogmodul Hardware,Alarm,02.04.2018 00:00,06.04.2018 10:52,Störung Analogmodul Hardware,Fault analog module hardware,4,10,52,4 days 10 hrs 52 mins 
LSL_BELTRON1,120.107,St?rung Gesamt-Abluft,Alarm,02.04.2018 21:58,06.04.2018 10:51,St?rung Gesamt-Abluft,Strung total exhaust,3,12,53,3 days 12 hrs 53 mins 
LSL_BELTRON1,120.107,St?rung Gesamt-Abluft,Alarm,08.04.2018 22:05,08.04.2018 22:06,St?rung Gesamt-Abluft,Strung total exhaust,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.107,St?rung Gesamt-Abluft,Alarm,02.04.2018 00:00,02.04.2018 21:58,St?rung Gesamt-Abluft,Strung total exhaust,0,21,58,0 days 21 hrs 58 mins 
LSL_BELTRON1,120.121,St?rung Abluft Modul 3,Alarm,08.04.2018 22:24,08.04.2018 22:25,St?rung Abluft Modul 3,Strung exhaust air module 3,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.121,St?rung Abluft Modul 3,Alarm,08.04.2018 22:28,08.04.2018 22:40,St?rung Abluft Modul 3,Strung exhaust air module 3,0,0,12,0 days 0 hrs 12 mins 
LSL_BELTRON1,120.121,St?rung Abluft Modul 3,Alarm,08.04.2018 22:40,09.04.2018 00:00,St?rung Abluft Modul 3,Strung exhaust air module 3,0,1,20,0 days 1 hrs 20 mins 
LSL_BELTRON1,120.121,St?rung Abluft Modul 3,Alarm,08.04.2018 22:26,08.04.2018 22:27,St?rung Abluft Modul 3,Strung exhaust air module 3,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.122,St?rung Abluft Modul 4,Alarm,08.04.2018 22:24,08.04.2018 22:25,St?rung Abluft Modul 4,Strung exhaust air module 4,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.122,St?rung Abluft Modul 4,Alarm,08.04.2018 22:40,09.04.2018 00:00,St?rung Abluft Modul 4,Strung exhaust air module 4,0,1,20,0 days 1 hrs 20 mins 
LSL_BELTRON1,120.123,St?rung Abluft Modul 5,Alarm,08.04.2018 22:38,08.04.2018 22:39,St?rung Abluft Modul 5,Strung exhaust air module 5,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.123,St?rung Abluft Modul 5,Alarm,08.04.2018 22:28,08.04.2018 22:38,St?rung Abluft Modul 5,Strung exhaust air module 5,0,0,10,0 days 0 hrs 10 mins 
LSL_BELTRON1,120.123,St?rung Abluft Modul 5,Alarm,08.04.2018 22:26,08.04.2018 22:27,St?rung Abluft Modul 5,Strung exhaust air module 5,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.123,St?rung Abluft Modul 5,Alarm,08.04.2018 22:24,08.04.2018 22:25,St?rung Abluft Modul 5,Strung exhaust air module 5,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.123,St?rung Abluft Modul 5,Alarm,08.04.2018 22:21,08.04.2018 22:23,St?rung Abluft Modul 5,Strung exhaust air module 5,0,0,2,0 days 0 hrs 2 mins 
LSL_BELTRON1,120.123,St?rung Abluft Modul 5,Alarm,08.04.2018 22:40,09.04.2018 00:00,St?rung Abluft Modul 5,Strung exhaust air module 5,0,1,20,0 days 1 hrs 20 mins 
LSL_BELTRON1,120.125,St?rung Abluft Modul 7,Alarm,08.04.2018 22:40,09.04.2018 00:00,St?rung Abluft Modul 7,Strung exhaust air module 7,0,1,20,0 days 1 hrs 20 mins 
LSL_BELTRON1,120.125,St?rung Abluft Modul 7,Alarm,08.04.2018 22:24,08.04.2018 22:25,St?rung Abluft Modul 7,Strung exhaust air module 7,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.126,St?rung Abluft Modul 8,Alarm,08.04.2018 22:40,09.04.2018 00:00,St?rung Abluft Modul 8,Strung exhaust air module 8,0,1,20,0 days 1 hrs 20 mins 
LSL_BELTRON1,120.126,St?rung Abluft Modul 8,Alarm,08.04.2018 22:26,08.04.2018 22:27,St?rung Abluft Modul 8,Strung exhaust air module 8,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.126,St?rung Abluft Modul 8,Alarm,08.04.2018 22:24,08.04.2018 22:25,St?rung Abluft Modul 8,Strung exhaust air module 8,0,0,1,0 days 0 hrs 1 mins 
LSL_BELTRON1,120.81,Temperatur in Modul 1.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 1.1 zu niedrig,Temperature too low in Module 1.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.82,Temperatur in Modul 1.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 1.2 zu niedrig,Temperature too low in Module 1.2,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.83,Temperatur in Modul 2.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 2.1 zu niedrig,Temperature too low in Module 2.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.84,Temperatur in Modul 2.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 2.2 zu niedrig,Temperature too low in Module 2.2,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.85,Temperatur in Modul 3.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 3.1 zu niedrig,Temperature too low in Module 3.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.86,Temperatur in Modul 3.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 3.2 zu niedrig,Temperature too low in Module 3.2,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.87,Temperatur in Modul 4.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 4.1 zu niedrig,Temperature too low in module 4.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.88,Temperatur in Modul 4.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 4.2 zu niedrig,Temperature too low in Module 4.2,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.89,Temperatur in Modul 5.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 5.1 zu niedrig,Temperature too low in Module 5.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.9,Temperatur in Modul 5.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 5.2 zu niedrig,Temperature too low in Module 5.2,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.91,Temperatur in Modul 6.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 6.1 zu niedrig,Temperature too low in module 6.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.92,Temperatur in Modul 6.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 6.2 zu niedrig,Temperature too low in Module 6.2,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.93,Temperatur in Modul 7.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 7.1 zu niedrig,Temperature too low in Module 7.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.94,Temperatur in Modul 7.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 7.2 zu niedrig,Temperature too low in Module 7.2,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.95,Temperatur in Modul 8.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 8.1 zu niedrig,Temperature too low in Module 8.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.96,Temperatur in Modul 8.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 8.2 zu niedrig,Temperature too low in Module 8.2,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.97,Temperatur in Modul 9.1 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 9.1 zu niedrig,Temperature too low in module 9.1,4,10,51,4 days 10 hrs 51 mins 
LSL_BELTRON1,120.98,Temperatur in Modul 9.2 zu niedrig,Alarm,02.04.2018 00:00,06.04.2018 10:51,Temperatur in Modul 9.2 zu niedrig,Temperature too low in Module 9.2,4,10,51,4 days 10 hrs 51 mins 
LSL_FT3_2,171.1,"Zeitüberwachung Sensor zwischen Einlauflifte und Puffer [88B3, 88B4]",Alarm,04.04.2018 15:12,04.04.2018 15:12,"Zeitüberwachung Sensor zwischen Einlauflifte und Puffer [88B3, 88B4]","Time monitoring sensor between the inlet and lifts buffer [88B3, 88B4]",0,0,0,0 days 0 hrs 0 mins 
LSL_FT3_2,171.11,Zeitüberwachung LP Sensor auf Lift 1 Einlauf unten,Alarm,06.04.2018 23:24,06.04.2018 23:25,Zeitüberwachung LP Sensor auf Lift 1 Einlauf unten,Time monitoring LP sensor lift 1 Inlet below,0,0,1,0 days 0 hrs 1 mins 
LSL_FT3_2,171.14,"Zeitüberwachung LP auf Lift 2, 89B3, 89B4 schaltet nicht!",Alarm,06.04.2018 23:30,06.04.2018 23:31,"Zeitüberwachung LP auf Lift 2, 89B3, 89B4 schaltet nicht!","LP-time monitoring to Lift 2, 89B3, 89B4 does not turn!",0,0,1,0 days 0 hrs 1 mins 
LSL_FT3_2,171.14,"Zeitüberwachung LP auf Lift 2, 89B3, 89B4 schaltet nicht!",Alarm,06.04.2018 23:30,06.04.2018 23:30,"Zeitüberwachung LP auf Lift 2, 89B3, 89B4 schaltet nicht!","LP-time monitoring to Lift 2, 89B3, 89B4 does not turn!",0,0,0,0 days 0 hrs 0 mins 
LSL_FT3_2,171.14,"Zeitüberwachung LP auf Lift 2, 89B3, 89B4 schaltet nicht!",Alarm,06.04.2018 23:28,06.04.2018 23:30,"Zeitüberwachung LP auf Lift 2, 89B3, 89B4 schaltet nicht!","LP-time monitoring to Lift 2, 89B3, 89B4 does not turn!",0,0,2,0 days 0 hrs 2 mins 
LSL_FT3_2,171.14,"Zeitüberwachung LP auf Lift 2, 89B3, 89B4 schaltet nicht!",Alarm,04.04.2018 15:12,04.04.2018 15:12,"Zeitüberwachung LP auf Lift 2, 89B3, 89B4 schaltet nicht!","LP-time monitoring to Lift 2, 89B3, 89B4 does not turn!",0,0,0,0 days 0 hrs 0 mins 
LSL_FT3_2,171.17,Keine Steuerspannung oder Not-Halt ausgelöst,Alarm,02.04.2018 00:00,09.04.2018 00:00,Keine Steuerspannung oder Not-Halt ausgelöst,been no control voltage or emergency stop,7,0,0,7 days 0 hrs 0 mins 
